order_id,customer_id,sales_rep_employee_id,order_date,order_status,currency
O000048,C00046,E00284,2024-01-05,Completed,USD
O000049,C00290,E00348,2025-02-26,Completed,USD
O000050,C00365,E00198,2024-11-25,Completed,USD
O000051,C00224,E00284,2025-07-04,Shipped,USD
O000052,C00351,E00138,2024-04-22,Completed,USD
O000053,C00306,E00310,2025-10-22,Completed,USD
O000054,C00329,E00248,2025-01-23,Completed,USD
O000055,C00389,E00064,2024-02-26,Completed,USD
O000056,C00427,E00336,2023-04-14,Completed,USD
O000057,C00335,E00017,2025-06-28,Shipped,USD
O000058,C00275,E00034,2024-08-09,Shipped,USD
O000059,C00289,E00127,2025-04-22,Completed,USD
O000060,C00038,E00034,2024-03-30,Completed,USD
O000061,C00165,E00248,2023-04-04,Completed,USD
O000062,C00185,E00336,2025-08-03,Completed,USD
O000063,C00431,E00353,2025-09-01,Completed,USD
O000064,C00132,E00217,2025-06-01,Processing,USD
O000065,C00314,E00084,2025-07-20,Completed,USD
O000066,C00125,E00217,2025-01-02,Completed,USD
O000067,C00155,E00336,2023-06-15,Cancelled,USD
O000068,C00354,E00153,2024-02-09,Completed,USD
O000069,C00331,E00310,2025-05-11,Shipped,USD
O000070,C00035,E00064,2024-11-27,Shipped,USD
O000071,C00125,E00138,2023-07-19,Completed,USD
O000072,C00126,E00179,2024-05-01,Completed,USD
O000073,C00002,E00248,2023-02-10,Completed,USD
O000074,C00045,E00160,2024-12-14,Shipped,USD
O000075,C00161,E00286,2024-08-05,Cancelled,USD
O000076,C00329,E00138,2024-08-21,Completed,USD
O000077,C00258,E00017,2024-03-03,Completed,USD
O000078,C00335,E00353,2025-09-30,Shipped,USD
O000079,C00230,E00280,2025-02-10,Completed,USD
O000080,C00091,E00357,2024-07-02,Completed,USD
O000081,C00404,E00153,2025-08-01,Shipped,USD
O000082,C00142,E00177,2024-12-13,Completed,USD
O000083,C00056,E00284,2025-02-05,Completed,USD
O000084,C00168,E00336,2023-08-11,Shipped,USD
O000085,C00154,E00034,2024-11-28,Shipped,USD
O000086,C00274,E00081,2023-11-07,Completed,USD
O000087,C00278,E00211,2025-02-12,Completed,USD
O000088,C00397,E00064,2024-04-09,Completed,USD
O000089,C00428,E00160,2023-12-08,Cancelled,USD
O000090,C00069,E00064,2024-12-09,Processing,USD
O000091,C00075,E00140,2025-07-05,Shipped,USD
O000092,C00140,E00123,2025-12-01,Completed,USD
O000093,C00040,E00281,2024-05-21,Completed,USD
O000094,C00314,E00123,2025-10-02,Cancelled,USD
O000095,C00033,E00353,2025-08-21,Completed,USD
O000096,C00354,E00034,2025-06-22,Completed,USD
O000097,C00365,E00140,2024-02-07,Completed,USD
O000098,C00283,E00357,2023-05-22,Processing,USD
O000099,C00386,E00034,2025-09-26,Completed,USD
O000100,C00043,E00014,2023-08-21,Completed,USD
O000101,C00368,E00153,2024-01-13,Completed,USD
O000102,C00140,E00348,2023-06-24,Shipped,USD
O000103,C00379,E00123,2025-01-31,Completed,USD
O000104,C00022,E00014,2024-01-28,Shipped,USD
O000105,C00272,E00284,2023-08-28,Shipped,USD
O000106,C00052,E00286,2024-05-26,Completed,USD
O000107,C00346,E00353,2024-11-03,Completed,USD
O000108,C00152,E00123,2024-10-02,Completed,USD
O000109,C00275,E00284,2024-10-10,Shipped,USD
O000110,C00444,E00286,2025-08-09,Processing,USD
O000111,C00082,E00248,2023-05-16,Completed,USD
O000112,C00133,E00123,2023-08-28,Completed,USD
O000113,C00430,E00310,2024-07-21,Completed,USD
O000114,C00155,E00248,2024-12-12,Shipped,USD
O000115,C00144,E00280,2024-07-13,Completed,USD
O000116,C00081,E00127,2024-05-03,Shipped,USD
O000117,C00173,E00264,2024-06-02,Shipped,USD
O000118,C00194,E00353,2024-07-05,Shipped,USD
O000119,C00311,E00153,2024-11-25,Cancelled,USD
O000120,C00009,E00064,2024-11-20,Completed,USD
O000121,C00209,E00264,2024-09-24,Completed,USD
O000122,C00002,E00281,2024-11-17,Completed,USD
O000123,C00389,E00081,2024-07-08,Completed,USD
O000124,C00047,E00127,2023-01-11,Completed,USD
O000125,C00397,E00064,2025-05-21,Completed,USD
O000126,C00165,E00081,2025-05-04,Completed,USD
O000127,C00014,E00084,2024-03-18,Cancelled,USD
O000128,C00409,E00329,2025-11-08,Completed,USD
O000129,C00382,E00281,2024-11-07,Completed,USD
O000130,C00245,E00264,2023-02-21,Completed,USD
O000131,C00179,E00177,2023-04-01,Processing,USD
O000132,C00103,E00310,2024-01-27,Shipped,USD
O000133,C00390,E00179,2023-09-18,Completed,USD
O000134,C00192,E00177,2025-10-09,Completed,USD
O000135,C00165,E00329,2025-07-11,Completed,USD
O000136,C00226,E00084,2024-10-30,Processing,USD
O000137,C00368,E00348,2023-12-12,Completed,USD
O000138,C00028,E00357,2023-10-29,Completed,USD
O000139,C00236,E00281,2023-09-07,Shipped,USD
O000140,C00252,E00017,2023-01-23,Shipped,USD
O000141,C00081,E00357,2024-02-15,Completed,USD
O000142,C00197,E00034,2024-07-28,Completed,USD
O000143,C00355,E00179,2024-12-12,Shipped,USD
O000144,C00254,E00357,2023-10-17,Completed,USD
O000145,C00116,E00017,2025-04-14,Completed,USD
O000146,C00058,E00177,2023-07-23,Completed,USD
O000147,C00009,E00198,2025-02-06,Completed,USD
O000148,C00254,E00211,2025-12-05,Completed,USD
O000149,C00131,E00014,2024-12-25,Completed,USD
O000150,C00267,E00348,2024-10-18,Shipped,USD
O000151,C00153,E00081,2023-08-02,Completed,USD
O000152,C00353,E00281,2024-06-22,Shipped,USD
O000153,C00404,E00127,2023-12-02,Completed,USD
O000154,C00094,E00081,2025-06-08,Completed,USD
O000155,C00384,E00284,2024-03-23,Processing,USD
O000156,C00310,E00115,2023-07-12,Shipped,USD
O000157,C00310,E00310,2025-07-06,Cancelled,USD
O000158,C00172,E00217,2023-07-08,Completed,USD
O000159,C00128,E00081,2025-10-13,Completed,USD
O000160,C00395,E00014,2025-07-12,Completed,USD
O000161,C00083,E00280,2025-08-09,Completed,USD
O000162,C00342,E00280,2025-05-14,Completed,USD
O000163,C00415,E00123,2024-06-01,Completed,USD
O000164,C00194,E00264,2025-10-23,Completed,USD
O000165,C00039,E00336,2024-06-13,Completed,USD
O000166,C00131,E00280,2025-10-14,Processing,USD
O000167,C00329,E00160,2025-06-10,Shipped,USD
O000168,C00010,E00127,2023-12-03,Shipped,USD
O000169,C00299,E00286,2023-06-20,Shipped,USD
O000170,C00217,E00138,2024-02-24,Processing,USD
O000171,C00020,E00284,2024-11-14,Shipped,USD
O000172,C00096,E00084,2025-03-13,Completed,USD
O000173,C00215,E00211,2025-01-08,Processing,USD
O000174,C00401,E00127,2025-02-14,Completed,USD
O000175,C00331,E00127,2023-05-14,Completed,USD
O000176,C00296,E00281,2025-08-01,Shipped,USD
O000177,C00442,E00353,2023-04-29,Completed,USD
O000178,C00032,E00084,2024-05-20,Processing,USD
O000179,C00306,E00115,2023-08-28,Completed,USD
O000180,C00061,E00353,2023-09-16,Processing,USD
O000181,C00192,E00217,2023-12-17,Completed,USD
O000182,C00324,E00160,2023-07-13,Completed,USD
O000183,C00052,E00348,2023-06-29,Processing,USD
O000184,C00014,E00177,2025-03-27,Processing,USD
O000185,C00017,E00286,2023-10-14,Processing,USD
O000186,C00265,E00138,2024-07-26,Completed,USD
O000187,C00378,E00127,2023-08-17,Completed,USD
O000188,C00009,E00177,2025-07-28,Completed,USD
O000189,C00242,E00211,2025-12-15,Shipped,USD
O000190,C00420,E00160,2025-03-12,Completed,USD
O000191,C00246,E00127,2024-10-18,Shipped,USD
O000192,C00253,E00284,2023-11-19,Completed,USD
O000193,C00305,E00179,2025-09-21,Processing,USD
O000194,C00235,E00084,2024-06-08,Completed,USD
O000195,C00371,E00017,2025-05-04,Processing,USD
O000196,C00061,E00138,2023-04-19,Processing,USD
O000197,C00101,E00264,2023-12-08,Completed,USD
O000198,C00369,E00357,2023-03-06,Completed,USD
O000199,C00416,E00123,2024-02-29,Completed,USD
O000200,C00193,E00217,2023-06-30,Completed,USD
O000201,C00265,E00084,2025-09-24,Completed,USD
O000202,C00049,E00140,2023-04-02,Processing,USD
O000203,C00282,E00064,2023-08-16,Completed,USD
O000204,C00153,E00084,2023-01-25,Processing,USD
O000205,C00055,E00184,2025-04-29,Completed,USD
O000206,C00380,E00017,2025-04-13,Completed,USD
O000207,C00011,E00286,2025-04-14,Completed,USD
O000208,C00345,E00248,2023-09-17,Shipped,USD
O000209,C00272,E00217,2024-09-23,Completed,USD
O000210,C00105,E00138,2023-09-07,Completed,USD
O000211,C00320,E00081,2023-10-19,Processing,USD
O000212,C00068,E00248,2023-08-04,Completed,USD
O000213,C00348,E00138,2024-10-17,Completed,USD
O000214,C00255,E00184,2024-02-02,Completed,USD
O000215,C00095,E00177,2025-09-13,Completed,USD
O000216,C00199,E00357,2025-02-25,Completed,USD
O000217,C00010,E00081,2025-12-31,Completed,USD
O000218,C00415,E00177,2023-02-28,Processing,USD
O000219,C00035,E00329,2024-01-08,Shipped,USD
O000220,C00001,E00179,2025-10-17,Shipped,USD
O000221,C00349,E00198,2023-07-15,Completed,USD
O000222,C00213,E00064,2025-06-24,Completed,USD
O000223,C00242,E00115,2024-10-30,Completed,USD
O000224,C00020,E00217,2025-03-14,Processing,USD
O000225,C00057,E00140,2024-12-30,Processing,USD
O000226,C00321,E00160,2023-12-15,Shipped,USD
O000227,C00123,E00153,2023-02-09,Shipped,USD
O000228,C00309,E00348,2023-12-04,Shipped,USD
O000229,C00266,E00084,2024-10-26,Completed,USD
O000230,C00234,E00211,2025-09-11,Completed,USD
O000231,C00354,E00127,2023-09-24,Shipped,USD
O000232,C00240,E00017,2025-11-07,Completed,USD
O000233,C00154,E00140,2024-07-24,Shipped,USD
O000234,C00055,E00198,2025-04-09,Completed,USD
O000235,C00014,E00179,2023-08-21,Completed,USD
O000236,C00161,E00179,2023-03-27,Shipped,USD
O000237,C00170,E00115,2023-11-01,Completed,USD
O000238,C00277,E00081,2023-07-04,Completed,USD
O000239,C00321,E00329,2025-08-09,Completed,USD
O000240,C00368,E00184,2025-01-03,Cancelled,USD
O000241,C00239,E00217,2024-12-30,Shipped,USD
O000242,C00335,E00177,2025-01-08,Completed,USD
O000243,C00399,E00177,2025-11-14,Shipped,USD
O000244,C00181,E00084,2023-07-25,Completed,USD
O000245,C00017,E00192,2024-06-27,Processing,USD
O000246,C00167,E00064,2024-04-21,Shipped,USD
O000247,C00292,E00329,2023-10-26,Cancelled,USD
O000248,C00134,E00014,2023-12-17,Processing,USD
O000249,C00385,E00217,2025-08-08,Shipped,USD
O000250,C00438,E00014,2024-12-04,Completed,USD
O000251,C00072,E00034,2025-04-04,Completed,USD
O000252,C00357,E00284,2023-04-14,Completed,USD
O000253,C00320,E00353,2024-12-29,Completed,USD
O000254,C00360,E00336,2024-08-18,Completed,USD
O000255,C00093,E00353,2024-03-03,Completed,USD
O000256,C00157,E00211,2024-07-16,Completed,USD
O000257,C00363,E00198,2025-01-01,Processing,USD
O000258,C00303,E00310,2024-05-22,Completed,USD
O000259,C00107,E00357,2024-06-06,Completed,USD
O000260,C00401,E00348,2024-09-03,Shipped,USD
O000261,C00305,E00014,2023-08-17,Cancelled,USD
O000262,C00070,E00184,2025-01-07,Processing,USD
O000263,C00239,E00192,2025-10-20,Completed,USD
O000264,C00060,E00138,2024-11-24,Cancelled,USD
O000265,C00271,E00336,2025-01-23,Completed,USD
O000266,C00312,E00127,2023-01-23,Shipped,USD
O000267,C00426,E00284,2025-01-02,Processing,USD
O000268,C00094,E00138,2025-02-27,Completed,USD
O000269,C00240,E00353,2025-10-05,Completed,USD
O000270,C00066,E00286,2024-11-06,Completed,USD
O000271,C00174,E00115,2025-12-22,Shipped,USD
O000272,C00017,E00177,2023-07-15,Processing,USD
O000273,C00021,E00284,2023-03-27,Completed,USD
O000274,C00387,E00284,2025-08-01,Shipped,USD
O000275,C00028,E00281,2024-08-25,Completed,USD
O000276,C00027,E00357,2025-03-09,Completed,USD
O000277,C00435,E00192,2025-05-13,Completed,USD
O000278,C00280,E00064,2024-12-08,Completed,USD
O000279,C00288,E00198,2023-09-05,Completed,USD
O000280,C00027,E00034,2024-04-26,Processing,USD
O000281,C00204,E00123,2023-05-11,Completed,USD
O000282,C00369,E00248,2023-09-20,Processing,USD
O000283,C00172,E00138,2024-09-01,Shipped,USD
O000284,C00213,E00140,2023-09-15,Completed,USD
O000285,C00045,E00198,2025-06-25,Shipped,USD
O000286,C00236,E00138,2024-05-14,Completed,USD
O000287,C00189,E00138,2023-04-10,Shipped,USD
O000288,C00146,E00153,2023-09-07,Completed,USD
O000289,C00115,E00248,2025-01-06,Completed,USD
O000290,C00383,E00357,2025-07-18,Completed,USD
O000291,C00119,E00153,2025-08-18,Completed,USD
O000292,C00303,E00329,2023-05-21,Processing,USD
O000293,C00430,E00017,2024-03-19,Shipped,USD
O000294,C00380,E00084,2025-08-12,Cancelled,USD
O000295,C00243,E00084,2025-04-09,Shipped,USD
O000296,C00101,E00281,2024-05-02,Shipped,USD
O000297,C00439,E00034,2024-07-09,Cancelled,USD
O000298,C00441,E00123,2023-06-08,Processing,USD
O000299,C00332,E00138,2023-09-08,Completed,USD
O000300,C00238,E00034,2023-04-11,Completed,USD
O000301,C00045,E00336,2025-01-24,Shipped,USD
O000302,C00382,E00014,2025-05-14,Completed,USD
O000303,C00111,E00184,2023-11-01,Completed,USD
O000304,C00340,E00198,2024-07-19,Processing,USD
O000305,C00399,E00064,2025-08-19,Completed,USD
O000306,C00168,E00329,2023-09-25,Shipped,USD
O000307,C00441,E00211,2025-01-14,Completed,USD
O000308,C00369,E00192,2025-09-01,Completed,USD
O000309,C00336,E00310,2024-02-07,Processing,USD
O000310,C00191,E00280,2025-12-21,Shipped,USD
O000311,C00281,E00248,2024-12-26,Shipped,USD
O000312,C00429,E00140,2023-08-20,Completed,USD
O000313,C00398,E00034,2025-01-19,Shipped,USD
O000314,C00141,E00264,2025-01-16,Completed,USD
O000315,C00429,E00115,2023-09-16,Shipped,USD
O000316,C00358,E00336,2025-06-24,Shipped,USD
O000317,C00012,E00153,2024-04-12,Processing,USD
O000318,C00339,E00281,2025-02-02,Shipped,USD
O000319,C00373,E00115,2025-08-14,Completed,USD
O000320,C00178,E00138,2024-11-11,Completed,USD
O000321,C00181,E00127,2025-12-10,Completed,USD
O000322,C00006,E00014,2025-10-02,Completed,USD
O000323,C00277,E00211,2025-02-10,Completed,USD
O000324,C00053,E00084,2023-06-01,Shipped,USD
O000325,C00039,E00198,2024-03-24,Completed,USD
O000326,C00255,E00217,2024-01-17,Completed,USD
O000327,C00207,E00357,2024-02-13,Completed,USD
O000328,C00070,E00081,2024-10-27,Completed,USD
O000329,C00191,E00115,2024-01-01,Completed,USD
O000330,C00411,E00177,2023-04-20,Completed,USD
O000331,C00124,E00198,2024-06-03,Completed,USD
O000332,C00204,E00217,2025-12-11,Completed,USD
O000333,C00156,E00177,2023-02-08,Shipped,USD
O000334,C00076,E00284,2025-08-19,Completed,USD
O000335,C00141,E00336,2024-04-24,Shipped,USD
O000336,C00273,E00286,2025-04-14,Completed,USD
O000337,C00324,E00280,2025-07-23,Completed,USD
O000338,C00179,E00192,2025-12-16,Completed,USD
O000339,C00346,E00329,2025-07-21,Completed,USD
O000340,C00215,E00014,2023-11-22,Cancelled,USD
O000341,C00420,E00034,2025-08-31,Completed,USD
O000342,C00177,E00179,2025-03-14,Shipped,USD
O000343,C00123,E00138,2024-06-04,Shipped,USD
O000344,C00241,E00357,2023-09-04,Processing,USD
O000345,C00386,E00115,2025-08-21,Completed,USD
O000346,C00162,E00348,2023-07-15,Completed,USD
O000347,C00077,E00177,2024-03-04,Completed,USD
O000348,C00337,E00336,2023-05-28,Completed,USD
O000349,C00397,E00014,2023-08-05,Completed,USD
O000350,C00137,E00115,2023-09-03,Completed,USD
O000351,C00085,E00310,2024-09-23,Completed,USD
O000352,C00394,E00310,2025-12-30,Processing,USD
O000353,C00349,E00017,2024-09-24,Completed,USD
O000354,C00405,E00034,2023-06-04,Shipped,USD
O000355,C00318,E00177,2025-02-04,Shipped,USD
O000356,C00156,E00140,2023-04-12,Shipped,USD
O000357,C00336,E00280,2025-09-10,Completed,USD
O000358,C00338,E00184,2025-10-13,Shipped,USD
O000359,C00312,E00264,2024-12-20,Completed,USD
O000360,C00313,E00348,2023-02-10,Completed,USD
O000361,C00097,E00014,2024-05-22,Completed,USD
O000362,C00145,E00284,2023-08-15,Completed,USD
O000363,C00191,E00284,2025-08-14,Shipped,USD
O000364,C00164,E00177,2024-04-09,Processing,USD
O000365,C00212,E00064,2025-11-02,Completed,USD
O000366,C00128,E00248,2023-06-17,Completed,USD
O000367,C00139,E00017,2024-07-10,Shipped,USD
O000368,C00005,E00034,2025-01-21,Processing,USD
O000369,C00280,E00211,2025-07-21,Completed,USD
O000370,C00277,E00264,2025-09-10,Processing,USD
O000371,C00303,E00153,2024-12-08,Cancelled,USD
O000372,C00447,E00184,2023-01-01,Completed,USD
O000373,C00377,E00329,2024-09-16,Completed,USD
O000374,C00049,E00127,2023-12-09,Completed,USD
O000375,C00112,E00138,2025-06-02,Processing,USD
O000376,C00302,E00081,2023-11-17,Completed,USD
O000377,C00258,E00184,2025-03-13,Completed,USD
O000378,C00432,E00284,2025-06-09,Completed,USD
O000379,C00440,E00280,2025-11-17,Shipped,USD
O000380,C00111,E00179,2023-11-16,Cancelled,USD
O000381,C00248,E00081,2025-09-12,Completed,USD
O000382,C00087,E00177,2025-04-06,Completed,USD
O000383,C00275,E00034,2024-10-17,Processing,USD
O000384,C00138,E00348,2025-02-14,Processing,USD
O000385,C00195,E00177,2025-01-30,Completed,USD
O000386,C00264,E00280,2024-08-08,Completed,USD
O000387,C00219,E00336,2024-06-16,Shipped,USD
O000388,C00068,E00281,2024-01-10,Processing,USD
O000389,C00385,E00081,2025-10-06,Completed,USD
O000390,C00368,E00160,2025-02-10,Completed,USD
O000391,C00306,E00138,2025-03-16,Completed,USD
O000392,C00025,E00084,2025-03-27,Processing,USD
O000393,C00176,E00160,2025-06-17,Completed,USD
O000394,C00140,E00138,2023-02-06,Shipped,USD
O000395,C00138,E00177,2024-04-06,Shipped,USD
O000396,C00122,E00138,2025-10-25,Completed,USD
O000397,C00401,E00153,2025-09-24,Completed,USD
O000398,C00165,E00353,2024-12-22,Completed,USD
O000399,C00201,E00160,2025-02-10,Completed,USD
O000400,C00179,E00084,2023-07-17,Shipped,USD
O000401,C00213,E00179,2025-10-04,Shipped,USD
O000402,C00048,E00357,2023-01-18,Cancelled,USD
O000403,C00089,E00115,2025-03-08,Completed,USD
O000404,C00047,E00127,2023-03-20,Completed,USD
O000405,C00018,E00329,2023-08-09,Completed,USD
O000406,C00194,E00284,2025-04-10,Completed,USD
O000407,C00136,E00357,2024-10-28,Completed,USD
O000408,C00436,E00160,2025-01-20,Completed,USD
O000409,C00168,E00179,2023-12-30,Processing,USD
O000410,C00124,E00348,2023-11-05,Shipped,USD
O000411,C00144,E00014,2024-04-28,Completed,USD
O000412,C00288,E00192,2025-07-15,Completed,USD
O000413,C00383,E00127,2025-09-29,Completed,USD
O000414,C00386,E00280,2023-12-14,Completed,USD
O000415,C00397,E00017,2023-02-11,Shipped,USD
O000416,C00445,E00281,2024-09-02,Completed,USD
O000417,C00009,E00153,2023-05-08,Completed,USD
O000418,C00390,E00177,2025-04-03,Completed,USD
O000419,C00078,E00348,2023-02-01,Processing,USD
O000420,C00173,E00248,2025-09-27,Shipped,USD
O000421,C00408,E00160,2025-02-27,Completed,USD
O000422,C00021,E00310,2024-05-16,Completed,USD
O000423,C00294,E00286,2025-01-05,Cancelled,USD
O000424,C00361,E00348,2023-06-28,Shipped,USD
O000425,C00385,E00084,2025-10-31,Completed,USD
O000426,C00340,E00064,2025-01-19,Processing,USD
O000427,C00286,E00179,2025-11-14,Processing,USD
O000428,C00026,E00115,2024-10-24,Processing,USD
O000429,C00344,E00310,2024-02-13,Processing,USD
O000430,C00010,E00192,2025-03-16,Completed,USD
O000431,C00301,E00286,2023-01-08,Cancelled,USD
O000432,C00332,E00198,2024-06-24,Shipped,USD
O000433,C00173,E00140,2025-06-01,Processing,USD
O000434,C00007,E00014,2023-01-10,Completed,USD
O000435,C00063,E00336,2024-11-24,Processing,USD
O000436,C00438,E00177,2023-10-15,Completed,USD
O000437,C00188,E00248,2025-03-07,Completed,USD
O000438,C00004,E00281,2023-02-23,Completed,USD
O000439,C00182,E00211,2024-09-16,Shipped,USD
O000440,C00047,E00310,2024-01-18,Shipped,USD
O000441,C00266,E00336,2025-11-05,Completed,USD
O000442,C00411,E00336,2025-05-17,Completed,USD
O000443,C00387,E00217,2024-11-13,Completed,USD
O000444,C00172,E00014,2024-04-04,Shipped,USD
O000445,C00245,E00211,2023-06-03,Completed,USD
O000446,C00381,E00192,2025-05-17,Completed,USD
O000447,C00107,E00017,2024-10-15,Shipped,USD
O000448,C00109,E00127,2025-10-22,Completed,USD
O000449,C00066,E00329,2023-11-06,Completed,USD
O000450,C00223,E00211,2025-08-02,Shipped,USD
O000451,C00434,E00014,2023-04-26,Processing,USD
O000452,C00274,E00184,2025-02-24,Completed,USD
O000453,C00359,E00064,2023-01-15,Cancelled,USD
O000454,C00133,E00177,2025-10-11,Completed,USD
O000455,C00374,E00127,2025-06-23,Cancelled,USD
O000456,C00311,E00284,2023-05-25,Completed,USD
O000457,C00164,E00034,2025-08-08,Completed,USD
O000458,C00235,E00184,2025-05-14,Completed,USD
O000459,C00190,E00081,2024-02-12,Processing,USD
O000460,C00144,E00357,2025-12-27,Shipped,USD
O000461,C00422,E00115,2023-10-15,Completed,USD
O000462,C00419,E00264,2024-11-24,Completed,USD
O000463,C00150,E00217,2025-09-14,Completed,USD
O000464,C00383,E00248,2023-01-07,Shipped,USD
O000465,C00039,E00160,2023-08-31,Completed,USD
O000466,C00439,E00140,2025-11-13,Completed,USD
O000467,C00420,E00184,2025-11-02,Shipped,USD
O000468,C00214,E00160,2024-08-11,Shipped,USD
O000469,C00118,E00286,2024-02-18,Processing,USD
O000470,C00084,E00179,2023-03-30,Shipped,USD
O000471,C00273,E00211,2023-02-08,Shipped,USD
O000472,C00089,E00127,2024-05-15,Completed,USD
O000473,C00227,E00198,2024-09-25,Completed,USD
O000474,C00439,E00286,2024-07-03,Completed,USD
O000475,C00151,E00115,2023-04-16,Completed,USD
O000476,C00058,E00198,2023-01-05,Shipped,USD
O000477,C00388,E00179,2025-07-13,Shipped,USD
O000478,C00373,E00281,2025-02-05,Completed,USD
O000479,C00067,E00357,2025-08-29,Shipped,USD
O000480,C00340,E00281,2025-12-10,Completed,USD
O000481,C00251,E00281,2024-12-14,Completed,USD
O000482,C00311,E00336,2025-07-05,Shipped,USD
O000483,C00279,E00353,2023-05-31,Completed,USD
O000484,C00398,E00140,2023-12-05,Completed,USD
O000485,C00237,E00286,2024-10-09,Completed,USD
O000486,C00101,E00348,2025-06-13,Shipped,USD
O000487,C00333,E00198,2025-11-18,Completed,USD
O000488,C00351,E00310,2024-01-25,Completed,USD
O000489,C00082,E00034,2023-11-24,Completed,USD
O000490,C00249,E00192,2023-01-01,Shipped,USD
O000491,C00426,E00179,2025-12-13,Shipped,USD
O000492,C00441,E00115,2024-02-09,Completed,USD
O000493,C00354,E00336,2023-06-27,Shipped,USD
O000494,C00042,E00248,2025-09-07,Shipped,USD
O000495,C00353,E00034,2024-02-01,Shipped,USD
O000496,C00364,E00310,2025-07-28,Cancelled,USD
O000497,C00108,E00280,2023-01-28,Shipped,USD
O000498,C00115,E00017,2025-10-21,Shipped,USD
O000499,C00384,E00336,2025-11-30,Shipped,USD
O000500,C00054,E00198,2024-10-23,Completed,USD
O000501,C00245,E00160,2023-05-24,Completed,USD
O000502,C00403,E00184,2023-04-28,Completed,USD
O000503,C00132,E00123,2024-09-17,Processing,USD
O000504,C00038,E00353,2025-01-28,Shipped,USD
O000505,C00004,E00084,2025-05-05,Completed,USD
O000506,C00113,E00357,2023-03-29,Shipped,USD
O000507,C00419,E00153,2024-07-06,Completed,USD
O000508,C00071,E00140,2024-03-22,Completed,USD
O000509,C00130,E00280,2024-05-28,Completed,USD
O000510,C00210,E00123,2024-11-25,Completed,USD
O000511,C00043,E00329,2023-07-23,Completed,USD
O000512,C00182,E00281,2023-04-13,Completed,USD
O000513,C00362,E00184,2024-07-22,Shipped,USD
O000514,C00298,E00081,2025-12-31,Shipped,USD
O000515,C00449,E00357,2024-10-06,Completed,USD
O000516,C00355,E00017,2024-10-10,Completed,USD
O000517,C00142,E00357,2023-12-26,Completed,USD
O000518,C00301,E00281,2023-12-21,Processing,USD
O000519,C00359,E00284,2025-09-10,Processing,USD
O000520,C00105,E00140,2023-09-29,Cancelled,USD
O000521,C00295,E00034,2025-05-14,Completed,USD
O000522,C00150,E00192,2023-10-30,Processing,USD
O000523,C00199,E00264,2025-01-17,Shipped,USD
O000524,C00355,E00177,2025-12-01,Completed,USD
O000525,C00066,E00348,2023-11-17,Completed,USD
O000526,C00161,E00286,2023-02-17,Completed,USD
O000527,C00378,E00140,2023-05-14,Processing,USD
O000528,C00143,E00014,2025-01-14,Shipped,USD
O000529,C00132,E00310,2023-01-13,Processing,USD
